text,label
고객님 구매하실 때 입력하신 성함 휴대폰 번호 알려 주시겠어요,0
예 #@이름# 고객님 그 카톡으로 계좌 번호 발송해 드릴 거고요,0
이름은 #@이름# 번호는 #@전번#,0
계좌 번호를 하나 알려주세요,0
주문해 드릴게요 주문자분 성함 전화번호 어떻게 되십니까,0
#@소속# 톡으로 계좌 번호 발송해 드릴게요,0
네 고객님 주문하시는 분 성함과 전화번호 부탁드려요,0
예 이름은 #@이름#이구요 번호가 #@전번#입니다,0
문자로 계좌 번호 발송해 드릴게요 고객님,0
만 구천구백 원이구요 고객님 성함과 휴대폰 번호 어떻게 되십니까,0
이름은 #@이름#이고 번호는 #@전번# 이요,0
그러면은 이 번호로 메세지 보내면 되나요,0
아니면 직접 번호를 불러드릴까요,0
#@소속#계좌 번호 발송 해드렸습니다,0
고객님 성함과 전화번호 그리고 주소 불러주시겠어요,0
정확한 상품명이나 번호 말씀 부탁드립니다,0
어떤 번호 말씀이세요,0
상품 번호나 상품명 풀네임으로 정확하게 말씀 부탁드립니다,0
네 휴대폰 번호도 말씀해주세요,0
번호는 #@전번#이에요 주소 불러드릴까요,0
#@상품#을 샀는데 계좌번호가 틀리대요,0
고객님 확인부터 도와드리겠습니다 이름하고 전화번호 말씀 부탁드립니다,0
이름은 #@이름# 번호는 #@전번# 이요,0
주문하고 바로 했는데도 계좌번호가 틀렸다고 하던데요,0
계좌 번호는 수동으로 보내드리는게 아니라 자동으로 나가는데,0
성함하고 휴대폰 번호 말씀 부탁드릴게요,0
고객님 성함과 번호 말씀해주시겠어요,0
이름은 #@이름#이고 전화번호는 #@전번#이요,0
예 현금 영수증 할게요 제 번호로 해주세요,0
제가 주문 후에 알림톡으로 계좌 번호 발송해 드릴 거구요,0
제 이름은 #@이름# 휴대폰 번호는 #@전번#,0
고객님 알림톡으로 계좌 번호 발송해 드릴거구요,0
방금 #@상품# 주문했는데요 계좌번호가 아직 안 왔어요,0
일단 성함 전화번호 말씀 부탁드리겠습니다,0
이름은 #@이름# 번호는 #@전번# 이요,0
고객님 주문 확인 되셨구요 계좌번호 문자 아직 못 받으셨다구요,0
고객님 지금 계좌번호 문자로 다시 보내드리겠습니다,0
주문 도와드릴 건데요 성함과 전화번호 말씀 부탁드리겠습니다,0
이름은 #@이름# 번호는 #@전번# 이요,0
현금 영수증 불러주신 핸드폰 번호로 해 드리면 될까요,0
네 그 번호로 해주세요,0
주문자분 성함이랑 휴대폰 번호 말씀해 주시겠습니까,0
입금 계좌 번호랑 금액을 알림톡으로 십 분 내로 발송해드릴거구요,0
입금은 계좌 번호를 넣어 주시면은,0
마스크 정확한 상품명이나 번호 말씀 부탁드립니다,0
저는 #@이름#이고요 전화번호는#@전번#이에요,0
주문자 분 성함이랑 휴대폰 번호 말씀해 주세요,0
#@이름#이고 전화번호는 #@전번#입니다,0
고객님 성함과 전화번호가 어떻게 되십니까,0
#@이름#이고요 전화번호는 #@전번#입니다,0
#@이름# 번호는 #@전번#  입니다,0
네 확인 감사드리구요 지금 고객님 말씀해 주신 번호로는요,0
마스크 말씀하시는군요 혹시 상품 번호 말씀해 주실 수 있나요,0
주문자 분 성함이랑 휴대폰 번호 말씀해 주세요,0
#@이름#이고 전화번호는 #@전번#입니다,0
저희가 비슷한 종류가 많아서 정확한 상품명이나 번호가 필요합니다,0
그거 때문에 정확한 상품명이나 상품 번호가 있어야 해요,0
상품 그 다음에 또 원하시는 거 상품 번호 확인 가능하십니까 고객님,0
#@상품# 번호가 잠시만요,0
가장 상단에 보시면은 상품 번호라고 나와 있습니다 고객님,0
죄송하지만 아까 같이 정확한 상품명 또는 상품 번호가 있으셔야 해요,0
네 고객님 성함과 전화번호는 어떻게 되실까요,0
고객님 구매하신 성함 전화번호 알려주시겠습니까,0
휴대폰 번호 말씀 부탁드릴게요,0
예 전화번호는 #@전번#이요,0
전화번호로 확인 안 되나요,0
네 고객님 성함과 전화번호는 어떻게 되실까요,0
저희가 정확한 상품명이나 상품 번호 확인 가능하실까요 고객님,0
상품 번호 같은 게 있어요,0
네 상품 상단에 보시면 상품 번호에 숫자 일로 시작하는 번호입니다,0
상품 번호 말씀해주시겠습니까,0
상품 번호는 #@번호#이고요 확인하는데 오래 걸리나요,0
이름은 #@이름#이고요 전화번호는 #@전번#입니다,0
계좌번호 문자로 안내 드릴거구요 이틀 이내에 입금해 주시면 됩니다,0
저희가 카드 번호는 받고 있지 않습니다,0
#@이름# 번호는 #@전번#  입니다,0
고객님 계좌번호 문자로 안내 갈 예정이에요,0
전화했더니 아니라고 했는데 주문번호가 다르게 문자가 또 왔어요,0
그런데 왜 주문번호가 다르게 또 온 거죠,0
만 구천구백 원이구요 고객님 성함과 휴대폰 번호 어떻게 되십니까,0
이름은 #@이름# 번호는 #@전번# 이요,0
네 블랙 육십 매 하겠습니다 고객님 성함하고 핸드폰 번호 부탁드립니다,0
혹시 주문자 성함 전화번호 말씀해 주시겠습니까,0
그럼 고객님  #@전번# 번호로 직접 전화를 하십니다,0
그리고 고객님 카드 번호랑 유효 기간 입력해주시면 결제 완료됩니다,0
그거로 할게요 제 핸드폰 번호로 결제되는 거죠,0
고객님 전화주신 핸드폰 번호로 문자 드리겠습니다,0
확인을 위해서 성함 전화번호 부탁드리겠습니다,0
#@이름# 전화번호는 #@전번#입니다,0
카드 결제는 통화 종료되면 고객님 핸드폰 번호로 문자 하나 발송됩니다,0
전화 주문 같은 경우에는 정확한 상품명이나 번호가 필요하신데요,0
상품 번호가요 #@번호#이네요,0
네 그러시면 우선은 성함과 번호 좀 부탁드리겠습니다,0
이름은 #@이름#입니다 전화번호는 #@전번#이구요,0
상품 번호 말씀 부탁드립니다,0
잠시만요 이게 #@번호#이에요,0
네 정확한 상품명이나 번호 알려주시겠어요,0
상품명 #@번호# 이거예요,0
#@이름# 번호는 #@전번#  입니다,0
계좌 번호 문자로 안내해드리겠습니다,0
이거 하나 주문 도와드리면 되겠습니까 성함 전화번호 부탁드리겠습니다,0
#@이름# 전화번호는 #@전번#입니다,0
고객님 번호로 문자 드리면 카드번호 유효기간 입력하시면 됩니다,0
상품 여러 개여서 정확한 상품명이나 번호 말씀해 주시면 됩니다,0
상품명이나 번호 말씀해주시면 됩니다,0
번호요 어떻게 보는거예요,0
고객님 상품명 위에 보시면 상품 번호 나와 있습니다,0
네 그럼 고객님 주문하시는 분 성함 휴대폰 번호가 어떻게 되십니까,0
예 어느 은행으로 계좌 번호 보내드릴까요,0
네 있습니다 고객님 성함과 전화번호는 어떻게 되실까요,0
네 고객님 문자로 계좌번호 발송해드리겠습니다 입금 후 발송됩니다,0
고객님 성함과 전화번호 확인하겠습니다,0
#@이름#이고요 전화번호는 #@전번#입니다,0
현금 영수증 번호 말씀 부탁드립니다,0
그냥 제 전화번호로 해주세요,0
고객님 번호로 공칠공으로 시작되는 에이알에스 번호 보내드릴 겁니다,0
네 제 이름이 #@이름#이고요 번호는 #@전번# 입니다,0
#@소속#요 이 핸드폰 번호로 문자 하나 발송해 드릴 겁니다,0
거기 공칠공으로 시작되는 에이알에스번호 발송 되는데요,0
전화로 하라고요 이 전화번호는 아니고요,0
네 이 번호는 아니시고 공칠공으로 시작되는 번호입니다 고객님,0
정확한 상품명이나 상품 번호 말씀해주시겠습니까,0
고객님 성함과 전화번호는 어떻게 되실까요,0
네 입금 계좌 번호랑 금액은 문자로 십 분내로 발송됩니다,0
#@이름# 고객님이시고요 주문자분 휴대폰 번호 어떻게 되십니까,0
네 전화번호는 #@전번#입니다,0
고객님 전화번호는 어떻게 되시나요,0
제 전화번호는 #@전번#이에요,0
혹시 상품번호 확인 가능한가요,0
구매할 상품의 번호는 #@상품#입니다,0
#@소속#으로 번호 보내주세요,0
쿠폰 한 장당 한 개의 주문번호 또는요,0
제 전화번호는 #@전번#이에요,0
네 고객님 계좌 번호는 문자로 안내드립니다,0
주민등록번호나 휴대폰 번호 혹은 사업자 번호로 가능합니다,0
제 전화번호는 #@전번#이에요,0
제 전화번호는 #@전번#이에요,0
주문을 원하시는 상품명이나 번호를 불러주세요,0
혹시 상단에 보시면 상품 번호라고 해서요,0
숫자 일련번호로 확인이 가능하신가요,0
정확한 상품명이나 상품 번호를 말씀해 주세요,0
주문자 성함 주문번호 비밀번호를 입력하시면 됩니다,0
주문번호는 어떻게 확인할 수 있나요,0
확인 할 주문번호를 눌러 확인하면 됩니다,0
제 전화번호는 #@전번#이에요,0
주문자명과 주문번호를 입력하시면 됩니다,0
상품번호는 몇 번인가요,0
구매할 상품의 번호는 #@번호#입니다,0
정확한 상품명이나 번호를 말씀해 주세요,0
상품 번호로 말씀 부탁드립니다,0
상품 번호는 #@상품#입니다,0
지금 발송되는 #@번호# 문자에 카드 정보를 입력해 주세요,0
상품명이나 번호를 말씀해 주세요,0
제가 상품 번호는 잘 몰라서요,0
상품 번호는 무엇인가요,0
제가 구매할 상품 번호는 #@상품#입니다,0
제 전화번호는 #@전번# 이에요,0
#@소속#으로 계좌번호 보내주세요,0
네 전화주신 번호로 소득 공제 진행해드릴게요,0
상품 번호로 얘기해도 될까요,0
네 상품 번호 확인 부탁드립니다,0
상품 번호는 #@상품#입니다,0
제 전화번호는 #@전번#이에요,0
계좌번호 확인 후 입금 부탁드릴게요,0
제 전화번호는 #@전번#이에요,0
입금계좌번호를 못 받았는데 어떻게 해야 하나요,0
입금계좌번호 같은 경우에는요,0
제 전화번호는 #@전번#이에요,0
제 전화번호는 #@전번#이에요,0
네 통화 종료 후 공칠공 번호로 전화가 가면요,0
제 전화번호는 #@전번#이에요,0
#@기타#으로 계좌번호 주세요,0
주문되셨고 계좌번호는 문자로 안내해드리겠습니다,0
네 저의 전화번호를 알려드릴까요,0
주문자분 전화번호는 어떻게 되십니까,0
저의 전화번호는 #@전번#이에요,0
네 바로 계좌번호 보내주세요,0
주문자분 성함과 휴대폰 번호를 말씀해 주세요,0
제 전화번호는 #@전번#이에요,0
제 전화번호는 #@전번#이에요,0
고객님 전화번호는 어떻게 되시나요,0
제 전화번호는 #@전번#이에요,0
제 전화번호는 #@전번#이에요,0
#@기타#의 계좌 번호로 불러주세요,0
네 바로 계좌번호 보내주세요,0
문자로 아직 계좌번호가 안 왔어요,0
제 전화번호는 #@전번#이에요,0
제 전화번호는 #@전번#이에요,0
제 전화번호는 #@전번#이에요,0
혹시 #@상품#의 상품 번호도 알 수 있나요,0
통화 종료 후 문자로 #@상품# 번호 안내해드릴게요,0
#@소속#으로 계좌번호 보내주세요,0
제 전화번호는 #@전번#이에요,0
고객님 주문 확인을 위해 핸드폰 번호 확인 부탁드립니다,0
제 핸드폰 번호는 #@번호#입니다,0
가상 계좌 번호는 없습니다,0
제 전화번호는 #@전번# 이에요,0
#@소속#으로 가상 계좌 번호 보내주세요,0
문자로 계좌 번호를 발송 해드리겠습니다,0
우선 고객님 성함과 전화번호 부탁드릴게요,0
카드번호와 비밀번호 입력 후 사용 가능합니다,0
해당 번호로 전화하셔서 구매 요청을 전달하면 됩니다,0
휴대폰번호 또는 사업자 등록번호와 함께요,0
네 안녕하세요 다름 아니라 왜 번호 인증 절차가 되나 해서요,0
여러 핸드폰 번호로 중복 가입이 되다 보니까요,0
고객님 성함과 전화번호 부탁드립니다,0
고객님 호텔명과 예약번호를 알려주세요,0
#@이름#호텔이고요 #@번호#에요 나오나요,0
지금 예약번호 받았어요 감사합니다,0
그렇군요 고객상담 센터 전화번호 좀 알려 주세요,0
네 알려 주신 번호로 전화해 볼게요 수고하세요,0
그 다음 주문번호를 클릭해 거래명세표를 선택합니다,0
비회원 고객님은 이메일과 주문번호를 입력한 후 로그인이 가능합니다,0
예약번호가 한 개만 왔어요 왜 이래요,0
네 객실을 두 개 예약하셨어도 하나의 예약번호만 전송됩니다,0
다음엔 상품권 번호와 비밀번호를 상품권 뒷면에서 찾으세요,0
뒷면이요 이게 비밀번호인가 보네,0
제가 설명해 드리겠습니다 예약번호 알려주세요,0
#@번호#요 이걸로 조회 부탁해요,0
그럼 팩스번호 좀 가르쳐 주세요,0
네 팩스번호는 #@전번#입니다,0
성함과 주문번호로 조회하실 수 있습니다,0
고객님의 성함과 전화번호를 말씀해 주시면 확인해 드리겠습니다,0
비회원의 경우 이메일과 주문번호로 로그인이 가능합니다,0
사업자 등록번호 준비해 주시면 됩니다,0
카드로 결제할 때 카드 번호를 직접 입력하지 않고요,0
가상의 비밀번호 만으로 안전한 전자상거래를 할 수 있는 서비스입니다,0
가상 계좌는 고객님께만 발급되는 일회성 계좌 번호입니다,0
쿠폰 번호가 기재된 문자가 휴대폰으로 발송됩니다,0
쿠폰 번호를 앱에 등록 후에 사용하시면 됩니다,0
고객님 성함과 전화번호 확인이 되실까요,0
쿠폰은 다운로드 방식과 쿠폰번호 입력 방식으로요,0
주문번호는 어떻게 확인할 수 있나요,0
주문 후 결제 완료 하시면 이메일과 전화로 주문 번호가 전송됩니다,0
#@소속# 회원의 경우 마이 홈에서 주문 번호를 확인할 수 있습니다,0
이것 또한 주문하시면 휴대폰과 이메일로 주문 번호가 전송되세요,0
주문 시마다 번호가 다른가요,0
네 주문 시마다 새로운 계좌 번호가 부여 됩니다,0
주문센터 번호 알려 드릴게요 고객님,0
입금 계좌를 고객님 번호로 전송해 드려요,0
주문 배송조회에서 거래 완료 건에서 주문번호를 클릭하세요,0
안심 클릭을 신청하면 비밀번호만 입력하여 결제가 가능한가요,0
전자상거래용 비밀번호를 별도로 만드는 서비스입니다,0
주문자명 주문번호를 입력해 주세요,0
주문번호가 기억이 나질 않는데요,0
여러 번호 중 한 가지를 선택하신 후 신청하시면 됩니다,0
여러 번호에는 뭐가 있죠,0
휴대폰 신용카드 현금영수증 번호와 사업자등록번호가 있습니다,0
네 가능합니다 고객님 성함과 번호 부탁드립니다,0
이름은 #@이름#이고 #@전번#이 전화번호예요,0
고객님 확인을 위해 성함과 번호 불러 주시겠습니까,0
이름은 #@이름#이고 번호는 #@전번#입니다,0
저 주문번호 #@번호#예요,0
예 제 전화번호로 구매할게요,0
개명 전 성함 전화번호 어떻게 되시죠,0
#@이름#구요 전화번호는 #@전번#입니다,0
마이페이지에서 주문 배송 번호요,0
가상 계좌 번호를 인식하지 못하는 경우가 있습니다,0
쿠폰번호를 입력하는 곳이 있어요,0
그럼 고객센터 전화번호 좀 가르쳐 주실래요,0
사업자등록증 상단에 주문고객명 전화번호를 꼭 기재해 주세요,0
비회원으로 주문을 했는데 주문 번호가 기억이 안 나요,0
고객님의 성함과 번호 말씀해 주시겠습니까,0
이름은 #@이름#이고 #@전번#이 전화번호예요,0
네 #@상품# 맞아요 번호는 문자로 보내 주실 수 있나요,0
네 지금 통화 거신 번호로 문자 발송해 드리면 될까요,0
네 이 번호로 보내 주세요,0
주문 시 입력하신 전화번호를 입력해 주시면요,0
전화번호와 입금금액 입금자명을 매칭해서요,0
수납 번호로 구매 대금을 입금하는 결제 방식입니다,0
이름이 #@이름#이고 번호는 #@전번#이요,0
등록된 번호 말고 다른 번호고 소득공제 받고 싶은데요,0
#@기타# 결제 시 현금영수증 신청 란에 번호를 입력하시면 돼요,0
등록된 번호로 자동으로 되는 게 아니에요,0
해외 배송 상품인데 개인 통관 비밀번호가 뭔가요,0
그러면 통관번호 없이 주문은 안 되는 거네요,0
네 주문번호로 가능합니다,0
네 주문번호는 숙지해 주시고요,0
계좌 번호 안내 온 걸 다 삭제했어요,0
계좌 번호 요청이십니까,0
네 번호 좀 알려 주세요,0
안녕하세요 자동전화주문 번호는 몇 번인가요,0
아니요 자동으로 할게요 번호 알려 주세요,0
이름이 #@이름#이고 번호는 #@전번#이요,0
근데 비밀번호를 등록하라는데 제가 없어서요,0
온라인 비밀번호 등록이 안 된 건가요,0
포인트 사용을 위해 모바일 비밀번호 등록 후 이용해 주세요,0
마이페이지 주문내역에서 주문번호를 누르시면요,0
네 주문 조회하시면 주문번호 밑에 보시면 나와 있습니다,0
확인을 위해 고객님의 성함과 전화번호 알려 주시겠습니까,0
이름은 #@이름#이고 번호는 #@전번#이에요,0
#@소속#의 무통장 계좌번호가 어떻게 되나요,0
입금기한 내 미입금 시 가상 계좌번호는요,0
부여받은 계좌번호로 최종 결제 금액을 원 단위까지요,0
도우미 팩스번호 연락처는 예약코드 상단에 확인이 가능하세요,0
#@전번#으로 전화하시면 팩스 번호나 이메일을 알려 드릴게요,0
가상계좌 번호라서 입금이 불가능한 경우가 있어요,0
#@이름#고객님 확인되셨고 신청 전화번호로 해 드릴까요,0
해외 번호 착신 수신이 따로 안되기 때문에 070 번호를 개설하시면 됩니다,0
070 번호를 개설하셔야 수업이 진행됩니다,0
혹시 발신 가능 번호가 없고 인터넷만 가능해도 화상영어 수업이 되나요,0
어 네 맞아요 해외에서 하려는데 발신 가능 번호가 없을것같아서요,0
수신 번호가 있으시면 더욱 알차게 활용하실 수 있다는 점 참고해주세요,0
네 맞습니다 지금 바로 저 번호로 연락주세요,0
 안녕하세요 전화번호가 어떻게 되시나요,0
 번거로우시겠지만 #@소속# 아이디와 비밀번호로 이용하셔야 합니다,0
 네 번거로우시더라도 #@소속# 아이디와 비밀번호를 이용하셔야 하세요,0
 아 그럼 안산 캠퍼스 전화번호 좀 알려주실 수 있어요 ,0
 네 고객님 안산 캠퍼스 전화번호 안내해드리겠습니다,0
 예 전화번호 알려주세요,0
 네 고객님 노량진 캠퍼스 전화번호를 안내해드릴까요,0
 네 전화번호 좀 알려주세요,0
 노량진 캠퍼스 전화번호가 #@전번# 입니다,0
 음 그냥 종로 캠퍼스 전화번호 좀 알려주세요,0
 종로 캠퍼스 전화번호 안내해드리겠습니다,0
 종로 캠퍼스 전화번호는 #@전번# 번입니다,0
 네 해당 번호로 전화하셔서 방문 상담 예약해 주시면 됩니다,0
 네 고객님 전화번호를 알려드릴까요,0
 네 왕십리 캠퍼스 전화번호 알려주세요 ,0
 왕십리 캠퍼스 전화번호는 #@전번# 입니다,0
제가 담당학과 전화번호 안내해 드리고자 하는데 메모 가능하실까요,0
제가 담당 부서 전화 번호를 안내해 드릴텐데 메모 가능하실까요,0
네 번호 알려주세요,0
네 전화번호는 #@전번# 입니다,0
네 제가 전화번호 안내해 드리겠습니다 메모 가능하십니까,0
네 전화번호는 #@전번# 입니다,0
제가 교무처 전화번호를 안내해 드릴테니 메모 부탁드릴께요,0
교무처 번호는 #@전번# 이구요 잘 해결되시길 바라겠습니다,0
알겠습니다 고객님 문자 받으실 휴대폰 번호 말씀 부탁드려요,0
회원님의 전화번호 기반으로 정보성 메세지를 받아볼 수 있는 서비스입니다,0
카톡친구 추가 과정 없이 가입하실 때 등록하신 전화번호가 있으면 메세지 발송이 되세요,0
 학과사무실 번호 알려드릴게요,0
 네네 학과사무실 번호 알려드릴까요,0
 그럼 학과사무실 번호 안내해주시겠어요,0
 아 고객님 혹시 번호 메모 지금 가능하실까요,0
 네 네 가능해요 무슨 번호요,0
 #@전번# 저희 교무처 번호거든요,0
네 그럼 고용센터 대표번호 좀 알려주세요,0
네 고용센터 대표번호 #@전번# 입니다,0
네 그럼 고용센터 대표번호 좀 알 수 있을까요,0
네 고용센터 대표번호는 #@전번# 입니다,0
네 문자로 보내드리겠습니다 번호 불러주세요,0
네 번호는 #@전번# 입니다,0
네 그럼 강남지점에 전화번호 좀 알려주시겠어요,0
네 강남지점 대표번호 #@전번# 입니다,0
네 학원 전화번호 좀 알려주시겠어요,0
네 학원 번호 #@전번# 입니다,0
네 #@이름# 이구요 번호는 #@전번# 입니다,0
네 그럼 제 번호로 사이트 주소 좀 보내주실 수 있을까요,0
네 번호 #@전번# 맞으실까요,0
네 2곳 번호 좀 알 수 있을까요,0
네 #@소속# 번호는 #@전번# 이고 #@소속#은 #@전번# 입니다,0
신규 오픈되는 강좌 말씀해주신 번호로 문자 남겨드리겠습니다,0
라온제나 대표번호 #@전번#으로 문의해 주시면 됩니다,0
연락받으실 번호 알려주시겠어요,0
고객센터 번호좀 알려주세요,0
테스트클리닉 고객센터 번호는 #@전번# 입니다,0
번호는 #@전번# 입니다,0
네 #@이름#이고 번호는 #@전번# 입니다,0
#@이름#이고 번호는 #@전번# 입니다,0
#@이름#이고 번호는 #@전번# 입니다,0
이름은 #@이름#이고 번호는 #@전번# 입니다,0
이름은 #@이름#이고 휴대폰번호는 #@전번# 입니다,0
#@소속#학력개발연구소 번호는 #@전번# 입니다,0
아 #@이름#이고 번호는 #@전번# 입니다,0
네 저는 #@이름#이고 휴대폰번호는 #@전번# 입니다,0
제 전화번호는 #@전번# 이에요,0
더욱 빠른 해결을 위하여 주문번호가 필수적으로 필요합니다,0
고객님 성함과 휴대폰 번호는 어떻게 되나요,0
제 전화번호는 #@전번# 이에요,0
제 전화번호는 #@전번# 이에요,0
네 고객님 성함과 전화번호 말씀해주세요,0
제 이름은 #@이름#이고 전호는 #@번호#입니다,0
제 전화번호는 #@전번# 이에요,0
네 주문 건 확인 위해서 고객님 성함과 핸드폰 번호 부탁드리겠습니다,0
#@이름# 구요 번호 #@전번#이요,0
#@이름#이고요 전화번호는 #@전번#입니다,0
제가 문자로 계좌번호 발송을 해 드리겠습니다,0
제 전화번호는 #@전번# 이에요,0
주문자분 성함이랑 휴대폰 번호 말씀해 주시겠습니까,0
고객님 성함과 전화번호 확인 후에 안내해 드리겠습니다,0
이름 #@이름#이고 번호는 #@전번#요,0
그럼 고객님 먼저 주문 건 확인 위해서 성함과 핸드폰 번호 부탁드립니다,0
이름은 #@이름#이고요 핸드폰 번호는 #@전번# 입니다,0
죄송합니다 주문자분 성함이랑 휴대폰 번호 말씀해 주시겠습니까,0
통화 종료 후에 고객님 휴대폰 번호로 게시판 링크 보낼 드릴 겁니다,0
전화번호를 저한테 주세요,0
먼저 주문자분 성함이랑 휴대폰 번호 말씀해 주시겠습니까,0
전화번호는 #@전번# 입니다,0
네 #@번호# 반품 접수 좀 해주세요,0
성함하고 휴대폰 번호 어떻게 되십니까,0
고객님 성함과 번호 알려주시겠어요,0
네 #@이름# 번호 #@전번#이요,0
저희 쪽으로 입금하지 마시고 추후 환불 받으실 계좌 번호 부탁드릴게요,0
계좌번호는  #@소속# 은행 #@금융# 이요,0
제가 업무 휴대폰 번호 문자로 좀 보내드릴게요,0
환불 처리 관련해서 고객님 성함하고 휴대폰 번호 말씀 부탁드릴게요,0
이름은 #@이름#이고 번호는 #@전번#이에요,0
고객님 성함하고 휴대폰 번호 말씀 부탁드릴게요,0
고객님 주문자분 성함과 휴대폰 번호를 말씀해주세요,0
제 전화번호는 #@전번# 이에요,0
먼저 주문자분 성함이랑 휴대폰 번호 말씀해 주세요,0
그러세요 주문자분 성함이랑 휴대폰 번호 말씀해 주세요,0
휴대폰 결제 익월 취소 건이어서 환불 받으실 계좌 번호 말씀해 주세요,0
제 전화번호는 #@전번# 이에요,0
주문자분 성함이랑 휴대폰 번호 말씀해 주시겠습니까,0
#@이름# 이고요 번호 #@전번#이요,0
성함하고 휴대폰 번호가 어떻게 되십니까,0
이름은 #@이름#이고 번호는 #@전번# 입니다,0
그러십니까 먼저 주문자 분 성함이랑 휴대폰 번호 말씀해주세요,0
네 이름 맞구요 전화 번호는 #@전번# 이예요,0
휴대폰 번호랑 성함이 어떻게 되십니까,0
번호는 #@전번#이고 이름은 #@이름# 입니다,0
네 먼저 고객님 그 주문건 확인위해서 성함과 핸드폰 번호 부탁드리겠습니다,0
이름은 #@이름#이고 전화번호는 #@전번#입니다,0
고객님 불러주셨던 #@전번# 이 핸드폰 번호로 그 링크 보내드리도록 할게요,0
저희가 업체 측 번호를 안내 도와드리겠습니다,0
방금 말씀하신 번호로 문자 넣어드리면 될까요 고객님,0
성함하고 휴대폰 번호 말씀 부탁드릴게요,0
#@이름# 요 번호는 #@전번#이구요,0
네 고객님 성함과 휴대폰 번호 어떻게 되시죠,0
#@이름# 번호는 #@전번# 입니다,0
일단은 전화번호 잘못 적은 잘못도 있고 하니까요,0
전화번호 #@전번# 번이에요,0
네 #@전번# 번으로 송장 번호 보내드릴게요,0
그리고 지금 그 잘못 입력하신 번호로 상품이 출고됐기 때문에요,0
그러셨어요 성함과 핸드폰 번호 부탁드릴게요,0
#@이름#이구요 번호가 #@전번#이요,0
혹시 서비스 받으셨던 전화번호가 어떻게 되십니까,0
서비스를 받았던 전화번호요,0
네 일 신청하셨을 때 고객님 어떤 휴대폰 번호로 불러주셨었나요,0
예 제 핸드폰 번호 줬어요,0
예 휴대폰 번호와 성함 부탁드립니다,0
"예 번호는 #@전번#이고, 이름은 #@이름#이요",0
그러십니까 죄송합니다 먼저 주문자 분 성함이랑 휴대폰 번호 말씀해 주세요,0
네 이름은 #@이름# 이고요 전화번호 #@전번# 번입니다,0
접수번호 이런 거 안 받아도 돼요,0
예 접수 번호는 없습니다 고객님,0
#@이름#이구요 번호가 #@전번#이요,0
일단은요 고객님 너무 죄송하게두 저희가 직통 번호는 있지 않구요,0
#@이름# 입니다 번호는 #@전번#,0
근데 이 쪽 번호 알려주면서 여기랑 상담을 해보라고 하시더라구요,0
그러셨어요 저희 번호를 알려주셨어요,0
#@이름#이구요 번호가 #@전번#이요,0
네 주문자분 성함이랑 핸드폰 번호 말씀해주시겠습니다,0
#@이름#이구요 번호가 #@전번#이요,0
고객님의 전화번호와 성함 좀 알 수 있을까요,0
주문자분 성함이랑 휴대폰 번호 말씀해주시겠습니까,0
#@이름#이구요 번호가 #@전번#이요,0
그러십니까 주문자 분 성함이랑 휴대폰 번호 말씀해주시겠습니까,0
반품 비용 차감 후 환불되실 건데 환불 받으실 계좌번호 한번 말씀해주세요,0
네 계좌번호가 #@금융# 이요,0
고객님 성함과 휴대폰 번호는 어떻게 되나요,0
제 전화번호는 #@전번# 이에요,0
고객님 성함과 핸드폰 번호 부탁드릴게요,0
네 이름은 #@이름# 이구요 핸드폰 번호 #@전번#이요,0
그러십니까 주문자 분 성함이랑 휴대폰 번호 말씀해주시겠습니까,0
성함하고 핸드폰 번호 정도 넣어주시면 좋습니다,0
받으실 계좌 번호 안내해 드리도록 할 겁니다 고객님,0
전화주신 번호로 보내드렸습니다,0
그러십니까 #@번호# 삼만 오천구백 원 제품 맞으실까요,0
먼저 주문자 분 성함이랑 휴대폰 번호 한 번 말씀 해주시겠어요,0
네 고객님 주문 건 먼저 확인을 위해서 성함과 핸드폰 번호 알려주세요,0
이름이 #@이름# 번호는 #@전번#,0
그거 지우는 방법이 없더라고요 내가 비밀번호까지 썼는데요,0
비밀번호 걸려있으면 다른 분이 열람을 하실 수 없으세요,0
네 그렇습니다 비밀번호 있는 일대일 문의는 다른 분이 못 보십니다,0
계좌번호와 입금액 문자 발송 해드릴 거구요,0
네 구매하실 때 입력하신 성함 휴대폰 번호 알려주세요,0
고객님 핸드폰 끝 번호가 #@전번# 로 잘못 입력되어 있네요,0
저한테는 문자가 안 떠서 전화번호 찾느라고 지금 시간이 꽤 오래됐어요,0
네 주문자분 성함이랑 휴대폰 번호 말씀해 주시겠습니까,0
이름은 #@이름#이고요 번호는 #@전번#입니다,0
죄송합니다 확인 위해 성함이랑 휴대폰 번호 알려주시겠어요,0
#@이름#구요 번호가 #@전번# 이요,0
예 고객님 전화 주신 번호로 확인되시구요,0
네 고객님 먼저 주문 건 확인을 위해 성함과 핸드폰 번호 부탁드립니다,0
네 제가 반품을 했는데 송장 번호가 없어서요,0
성함과 핸드폰 번호 부탁드릴게요,0
제 전화번호는 #@전번# 이에요,0
네 고객님 주문 건 확인을 위해서 고객님 성함과 번호 부탁드립니다,0
너무 죄송합니다 먼저 주문자분 성함이랑 휴대폰 번호 말씀해 주세요,0
네 #@이름#이고 번호는 #@전번# 이요,0
올려주실 때 성함 휴대폰 번호 써주시고 사진 올려주시면 됩니다,0
네 고객님 구매하실 때 입력하신 성함 휴대폰 번호 한 번 알려주세요,0
